8.3199,2.50889564,-95.72602844,-0.66700232,0.04378849,1.670734376,-0.011641387,-0.13141267,-0.95413601,-0.10891706,-0.13141267,0.04586399,-0.10891706,,-1.670734376
8.3299,0.62021071,-96.11904907,0.7147879,0.010824719,1.67759388,0.012475402,-0.13640878,-0.95950764,-0.10551272,-0.13640878,0.04049236,-0.10551272,,-1.67759388
8.3399,1.07073891,-97.20796204,2.49744678,0.018687919,1.696598997,0.043588669,-0.12544823,-0.96013862,-0.11794315,-0.12544823,0.03986138,-0.11794315,,-1.696598997
8.3499,2.03805542,-99.16030884,2.37471938,0.035570777,1.730673877,0.041446672,-0.11089549,-0.95721692,-0.13723423,-0.11089549,0.04278308,-0.13723423,,-1.730673877
8.3599,3.83151937,-102.5625534,0.23586789,0.066872628,1.790054246,0.004116671,-0.0822252,-0.94882911,-0.15148985,-0.0822252,0.05117089,-0.15148985,,-1.790054246
8.3699,6.89420843,-106.80867,-2.60172796,0.120326636,1.864162961,-0.045408719,-0.0445665,-0.93437243,-0.15599036,-0.0445665,0.06562757,-0.15599036,,-1.864162961
8.3799,9.60608292,-110.1865311,-5.73080587,0.167657775,1.923117759,-0.100021431,-0.01116852,-0.92238986,-0.14299132,-0.01116852,0.07761014,-0.14299132,,-1.923117759
8.3899,11.36234283,-111.3120728,-9.12210083,0.198310293,1.942762168,-0.159210694,0.01943337,-0.90861177,-0.11694708,0.01943337,0.09138823,-0.11694708,,-1.942762168
8.3999,11.62626362,-110.3196106,-10.45376873,0.20291658,1.925440434,-0.182452684,0.03601736,-0.8983838,-0.09127958,0.03601736,0.1016162,-0.09127958,,-1.925440434
8.4099,8.69996071,-107.5401459,-9.06526566,0.151842959,1.876929624,-0.158218733,0.04690355,-0.89791596,-0.06621586,0.04690355,0.10208404,-0.06621586,,-1.876929624
8.4199,3.11725068,-104.1084976,-7.68911171,0.054406288,1.817036062,-0.134200316,0.06881152,-0.91365016,-0.04104919,0.06881152,0.08634984,-0.04104919,,-1.817036062
8.4299,-2.30485344,-100.6241455,-6.05036688,-0.040227281,1.756222646,-0.105598823,0.09479682,-0.94637907,-0.01988032,0.09479682,0.05362093,-0.01988032,,-1.756222646
8.4399,-3.19814301,-97.0094986,-4.5141778,-0.055818125,1.693135156,-0.078787266,0.11129863,-0.9788202,-0.00589272,0.11129863,0.0211798,-0.00589272,,-1.693135156
8.4499,1.95465577,-92.62475586,-3.509794,0.034115179,1.616606959,-0.061257461,0.11515377,-1.00685227,0.00571464,0.11515377,-0.00685227,0.00571464,,-1.616606959
8.4599,10.521492,-86.91336823,-2.04901123,0.183634678,1.51692444,-0.035761992,0.11818771,-1.0330956,0.02097994,0.11818771,-0.0330956,0.02097994,,-1.51692444
8.4699,19.32810402,-80.73997498,-1.11450398,0.337339053,1.409178401,-0.019451764,0.12412936,-1.05704951,0.05007155,0.12412936,-0.05704951,0.05007155,,-1.409178401
8.4799,25.46081924,-75.54692078,-0.92100769,0.444375126,1.318542507,-0.016074617,0.13688844,-1.08643711,0.08759485,0.13688844,-0.08643711,0.08759485,,-1.318542507
